feed_timestamp,iso_time_utc,route_id,trip_id,stop_id,delay_seconds
1767150129,2025-12-31T03:02:09+00:00,42,115551794,34714,
1767150129,2025-12-31T03:02:09+00:00,42,115551827,19661,
1767150129,2025-12-31T03:02:09+00:00,42,115551828,34976,
1767150129,2025-12-31T03:02:09+00:00,43,115552150,34707,
1767150129,2025-12-31T03:02:09+00:00,43,115552151,34970,
1767150129,2025-12-31T03:02:09+00:00,43,115552178,17703,
1767150129,2025-12-31T03:02:09+00:00,43,115552216,15249,
1767150129,2025-12-31T03:02:09+00:00,43,115552232,35474,
1767150129,2025-12-31T03:02:09+00:00,45,115552535,23699,
1767150129,2025-12-31T03:02:09+00:00,45,115552576,25506,
1767150129,2025-12-31T03:02:09+00:00,45,115552590,33482,
1767150129,2025-12-31T03:02:09+00:00,48,115552870,11276,
1767150129,2025-12-31T03:02:09+00:00,48,115552876,35033,
1767150129,2025-12-31T03:02:09+00:00,48,115552879,35030,
1767150129,2025-12-31T03:02:09+00:00,48,115552895,19273,
1767150129,2025-12-31T03:02:09+00:00,483,115552912,35359,
1767150129,2025-12-31T03:02:09+00:00,483,115552927,25730,
1767150129,2025-12-31T03:02:09+00:00,49,115553071,11490,
1767150129,2025-12-31T03:02:09+00:00,49,115553106,13224,
1767150129,2025-12-31T03:02:09+00:00,51,115553262,11265,
1767150129,2025-12-31T03:02:09+00:00,51,115553290,16560,
1767150129,2025-12-31T03:02:09+00:00,51,115553319,14205,
1767150129,2025-12-31T03:02:09+00:00,520,115553520,26012,
1767150129,2025-12-31T03:02:09+00:00,520,115553529,20041,
1767150129,2025-12-31T03:02:09+00:00,6,115553726,18619,
1767150129,2025-12-31T03:02:09+00:00,6,115553732,34970,
1767150129,2025-12-31T03:02:09+00:00,6,115553735,11602,
1767150129,2025-12-31T03:02:09+00:00,6,115553760,35474,
1767150129,2025-12-31T03:02:09+00:00,6,115553766,11534,
1767150129,2025-12-31T03:02:09+00:00,6,115553775,17704,
1767150129,2025-12-31T03:02:09+00:00,65,115553907,15551,
1767150129,2025-12-31T03:02:09+00:00,65,115553947,15505,
1767150129,2025-12-31T03:02:09+00:00,66,115554035,20424,
1767150129,2025-12-31T03:02:09+00:00,7,115554142,17169,
1767150129,2025-12-31T03:02:09+00:00,7,115554143,34787,
1767150129,2025-12-31T03:02:09+00:00,7,115554144,17224,
1767150129,2025-12-31T03:02:09+00:00,7,115554182,23700,
1767150129,2025-12-31T03:02:09+00:00,7,115554183,17184,
1767150129,2025-12-31T03:02:09+00:00,73,115554425,25256,
1767150129,2025-12-31T03:02:09+00:00,73,115554426,33609,
